episode_id,title,description
305240f3-d125-4d0e-b8df-d58e3610c584,KOMA podcast. Наш двухлетний опыт жизни в Грузии,"В нашем первом эпизоде мы решили рассказать о своём опыте жизни в Грузии, о некоторых особенностях грузин и нашем мироощущении здесь."
94488b2a-d18b-4824-8be3-c498904af6bf,Моя Зеленая EP11: Пока не все дома,"Новости:
00:00:58 Чёрный пояс мастера чифа в 4К
00:03:28 Чёрный пояс водопроводчика в 4К
00:07:18 Сони превысила скорость звука
00:12:19 Квартирный вопрос на канале Nintendo
00:15:20 Бегущий потусторонний
00:16:35 Чёрный Ящик
00:24:24 Доски гвозди рок и минус гроб
00:26:39 Не серьезный трейлер к серьезной игре

Фильмы:
00:31:56 Ксерокопия"
a478eac6-4370-49a5-a8d3-9e5b5d32a04a,"НИКОЛАЙ МРОЧКОВСКИЙ: о семье, бизнесе и инвестициях","У меня в гостях инвестор, автор книг, кандидат экономических наук, а также Ironman и отец 4 детей Николай Мрочковский.


Мы поговорим о том, как выйти на образ мышления инвестирования, какие принципы закладывать с детства своим детям и как находить баланс между бизнесом и личной жизнью."
074e0e68-89bf-4269-8edf-e73c84f994a4,"Ұлттық психология. Қазақ неге ""жоқтау"" айтқан? ""Тұлға"" не, адам кім?",NULL
5eb5632b-a56d-4c4b-b5a1-8129556cdeaa,"002.Любви нет. Идеальная формула счастья в ""продажном мире""","Что такое любовь, это магическое чувство, которое до сих пор не могут понять и измерить или такого понятия вовсе не существует? 


Взаимоотношения между разными полами очень сложная и противоречивая тема.  

Мы поговорим о стереотипах, почему женщин считают меркантильными, а мужчин озабоченными, о примере семьи в нашем детстве. Ответим на"
990494bb-82c2-4e3b-954f-e6826b1cc2fc,«Время лечит»: кто стоял у истоков развития медицины в Сибири?,"В этом выпуске поговорили о том, какой была медицина в Сибири в конце XIX - начале XX веков, как здесь появились первые врачи и зачем они создали своё «общество», а также какой совместной деятельностью занимались.


Ведущая – Валерия Пискун,

Спикер – Ирина Мишанева, смотритель музея истории медицины Красноярской краевой клинической больницы."
a86c71fc-5187-4abf-a864-e55c411d73c3,Обывательский подкаст 2 сезон 2 выпуск,"Ну что же господа, давно не слышались ! Ненадолго ворвусь к вам в эфир на период своего отпуска . Обсудим ситуацию с работой, поразмышляем о дружбе, расскажу как проходит мой отпуск, и немного поговорим про полнометражное аниме ""Твой цвет"". Приятного прослушивания,  друзья). Таймкоды с темами ниже 

00:00 - вступление 

01:24 - ситуация с"
65c93183-9a92-49ff-a821-058fc1c8460c,О любимых фильмах и пропаганде в кино,"В этом эпизоде рассказываем о топ-3 своих любимых фильмах и размышляем, как они на нас повлияли и почему запомнились. А также попытаемся ответить на вопрос ""пропаганда в кино. хорошо или плохо?""

Спасибо, что слушаете! Не забывайте подписываться и делиться выпуском с друзьями"
6e9833a6-930c-46c8-b051-a35974def0d0,Зачем ехать в лагерь Край Земли?,"Край Земли — про что лагерь и кто там будет?

🌿 В новом выпуске рассказываем, что такое лагерь «Край Земли» и зачем туда приезжают люди. Это место для тех, кто ищет новые смыслы, перезагрузку и вдохновение через контакт с природой и настоящим общением.
Герои выпуска — люди, которые не боятся выходить за рамки привычного, чтобы найти гармонию"
294fbc38-61e0-49f2-86bd-2ae40ae0393c,"26 разочарований, деньги в семье, жизнь после смерти //Гвозди Podcast #3","В новом выпуске  мы поговорим о фильме Романа Смирнова ""26 разочарований"", так же поделимся мыслями о том,  кто должен больше зарабатывать, жена или муж. О жизни после смерти персонажа, и общении со зрителем, после спектакля"
12630e5b-7a6a-42d0-8432-37a85910261e,Опыт путешествия в 37 странах: шок и трепет.,"В новом выпуске Татьяна ""Тати"" Митикасова, человек сложной судьбы, не теряющий запала гипероптимизма, расскажет нам о своих поражающих самое смелое и закалённое воображение приключениях за рубежом, а главное - о своей поразительной находчивости и решимости, с помощью которой ей удаётся выбираться из самых разных передряг.


Наслушавшись удивительных"
a269fd1a-4fab-476f-985b-755f1014c819,"Kairos Calling | Сайора Карабаева | Как учить языки после 30, зачем блогерам подкаст и все секреты от продюсера подкастов в одном выпуске","В этом выпуске мы поговорили с Сайорой Карабаевой- специалистом по коммуникациям, продюсером подкастов, инфлуенсером и мамой троих детей.


Сайора поделилась лайфхаками по изучению языков после 30, воспитанию детей, продвижению подкастов. Приятного прослушивания!


Instagram:

https://www.instagram.com/assel__aliyeva/

https://www.instagram.com/mrs_sayora/"
35a15038-c130-4df2-aa73-5efcdbdbb944,Про диоды и чувство копчика,"Еженедельный разговор о том, как часто проявляется чувство «копчика», что с ним делать и нужно ли. Еженедельный разговор Кузьмы и Севана."
5dae10d8-a102-41c0-a757-c6ffd6e829ea,Профессиональный кризис: нужны ли мы теперь?,"Всем привет! В этом выпуске поговорим о кризисе, который переживали психотерапевты и клиенты в начале войны, и расскажем, как с ним удалось справиться. А также расскажем пару весёлых историй о том, каково это - практиковать, когда у тебя клиенты из десяти часовых поясов, а в новом городе со всех сторон идут стройки и ремонты.


Тайм-коды:"
6deca019-a5a8-4d1f-9daf-3204023bb9f7,"""Открываешь компьютер или берешь телефон — и вообще забываешь, что ты хотел сделать"": где наше внимание и можно ли им управлять","Что общего между автосервисом для Камаза и кросс-фитом? Может ли работа приносить удовольствие и как работает механизм выгорания? И можно ли переключить внимание на что-то, когда чувствуешь физическую боль.
В 11 выпуске подкаста обсуждаем куда направлено наше внимание и как им можно управлять.


В нашем Телеграм канале можно задать вопрос"
cb878e30-59be-48a7-8630-6f29d0de4925,"Долгосрочные тренды по внешней среде. Различия поколений ( у, х, бебибумеры)","Тренды и волны развития экономики, особенности принятия решений поколениями: бэби-бумеров (1944 – 1967), Х (1967 – 1984),
Y — миллениалы (1984 – 2000). Как учесть в маркетинге и прогнозировании?


В гостях у Russian Marketing Association Димитко Евгений Станиславович

Эксперт, бизнес-тренер The Netherlands Institute of Marketing (NIMA), НИУ"
78e19184-af99-41ec-8d71-f245cabd8207,"Гаипов Абдужаппар: Дәрігерлерді шығаруда асықпау, ғылым мен практика, утечка мозгов","Гайпов Абдужаппар Эркинович - врач нефролог высшей категории, кандидат медицинских наук. Он закончил медицинский факультет Международного Казахско-Турецкого Университета им. Х.А. Яссави в 2004 году и окончил аспирантуру по внутренней медицине в Национальном научном медицинском центре в 2008 году.


За свою карьеру он неоднократно проходил"
e0c71f32-5384-4a36-ab82-57ebf9ccb622,НОВОГОДНИЙ ПОДКАСТ🎄ИТОГИ ГОДА,"Привет, дорогие друзья! Совсем скоро уже наступит новый 2026 год! Наша Команда много трудилась на протяжении всего года уходящего и теперь мы хотим вместе с вами подвести его итоги и, если получится, чуть-чуть помечтать о будущем! Приятного просмотра и с Новым Годом! ❤️

Пожалуйста, поддержите нашу Команду на boosty! Нам это очень важно!"
abedbecc-8493-43de-a10c-59538d9e76b6,ВиноДевы в гостях у Юдича,"Друзья! У меня в гостях – мастера подкастов, винные девы и просто красавицы – Дарья Орлова и Света Ломсадзе. 
Начали с вопроса про женское вино, потом женщина в профессии, а потом – и о потребителях, и о русском вине и еще много о чем… Разговор у нас получился задушевный, надеюсь, и вам будет интересно провести с нами эти 1,5 часа."
59608fc6-08c0-49c9-b109-56df7f0d9def,Полуночный трёп. Выпуск №13,"Долгожданный 13-ый выпуск подкаста ""Полуночный трёп"" уже здесь


Темы меняются, неизменным остается стиль обсуждения


В этом выпуске:

Поездка Степана в Калининград и поселок Янтарный. Что почем?


Первый тизер мультфильма ""Братья Марио"". Крис Пратт норм и точка


Все, что вокруг ""Скуби-ду"": от ориентации Велмы, до полного перекраса основных"
6adc33ab-1e3c-48c2-811f-a84be1e28d9c,"Звёздные войны: Эпизод о Лукасе и Диснее, скрытых смыслах и ближайшем будущем далёкой Галактики","В российский прокат вышла заключительная часть третьей трилогии о противостоянии джедаев и ситхов в далёкой-далёкой Галактике. В девятом эпизоде со неказистым переводным названием ""Скайуокер. Восход"" Дисней отправляет троицу героев По, Финна и Рэй на поиски загадочной планеты, где расположил свой флот император Палпатин (постоянный злодей"
ae04b9af-e687-4fc1-be01-c89ea66923c9,ChatGPT. Войти в IT. Свобода слова и запретные темы в подкастах.,Лучшая диванная аналитика обо всём и ни о чём
e304c39a-b75f-45fd-a8ac-8e04848f5a86,Пилотный выпуск,NULL
f06b0ca3-9dc7-4d4b-9cc4-f093421c2513,"«Мне хотелось показать, что можно рисовать как угодно»| Алёна о пути в искусстве и заработке на нем","Привет! Добро пожаловать в первый выпуск подкаста «Как тебе это удалось?»


Гостья этого эпизода - Алёна, человек-вдохновение, художница, представившая свои работы на персональной выставке всего в 20 лет. Сегодня она расскажет, как пришла к своему стилю, как научилась бить татуировки, почему образование - это не первая необходимость и поделится"
18f0440d-7a60-4402-8bcf-5073a17d1fb3,Выгорание. Когда психика больше не тянет | Deep Psy Solutions,"Дополнительное занятие на Профпереподготовке DEEP PSY SOLUTIONS «Краткосрочная динамическая психотерапия» (1230 часов, диплом психолога). Наши психологи подготовили доклады для студентов и всех, кто интересуется психологией.

Приглашаем вас послушать!

Программа занятия:

🔹Выгорание: когда психика больше не тянет Почему «перезагрузки» не"
9243bc58-78db-4152-8a54-d28797c49415,П 3 Анна Качкаева,"Анна Качкаева - медиаисследователь, журналист, профессор ВШЭ - о трансформации журналистики и о вызовах, которые ставит перед медиакультурой современное цифровое общество."
303514fb-f690-4ac2-b74a-2c50902b88b6,Лично О Неприличном 2 выпуск,"Лично о неприличном. Подкаст, в котором мы говорим на темы, которые не принято обсуждать во всеуслышание."
5f1ca359-c0fb-4d4a-a5d4-9a9d943cf45c,Как начать с нуля и обогнать конкурентов? Артем Сорокин о бизнесе и людях. Часть 1/2,"Первая часть подкаста, в котором основатель и генеральный директор компании «Лебер Групп» Артем Сорокин рассказывает о начале компании и команде, мотивации сотрудников, а также о проблемах, с которыми сталкивался на пути развития Лебера до международной компании."
4a535464-a252-4078-b08f-f4713ced2947,Мастер Класс Влияние в переговорах,"Аудио запись мастер класса, который провела Катя Босс 05.10.2022 для Клуба Переговорных Практик на тему ""Влияние в переговорах""."
bd1b4797-7f14-4974-98b0-f7ff0a40fad3,"Выпуск 0 (Пилотный). Рассказываем о себе. Жизнь в США, работа на съемках фильма ""Кислота"" , WWDC 2019","Привет! Нас зовут Андрей Арбузов и Петя Гринь, и мы решили создать свой подкаст. В этом выпуске немного расскажем о себе и зацепим новости с WWDC"
9ed14992-9d62-48ab-bb11-e67735b12d4e,KARMA DOGONIT Выпуск 11 Тема: Ключевые проблемы системы образования в Казахстане.,"Друзья, представляем вашему вниманию бонусный - одиннадцатый выпуск подкаста про образование ""Карма догонит"" от Эль Кармановой. 

Тема выпуска:  Ключевые проблемы системы образования в Казахстане.

В гостях у Эль: 

- Дидар Марданов – Экс-декан университетов AlmaU, Narxoz, экс-директор по маркетингу AlmaU, KBTU. Предприниматель EdTech проектов,"
42165b06-5069-46af-84b7-0f1ff8dca05d,Зачем следить за питанием? Дневник Питания,"В этом выпуске

В этом выпуске обсудим питание и то зачем за ним следить.Вспомним привычки из детства, и поговорим про наши рационы записанные в дневник питания
Больше интересного, в тг: https://t.me/dvadcatiegodi"
ed01bd97-6a37-4a0e-84d4-917f5ed094d4,"Вольте́р - Скряга и скандалист, жадный гомофоб, антисемит и циник а также человек, который над всем издевался.","Вольте́р — французский философ, романист, историк, драматург и поэт эпохи Просвещения, один из величайших французских писателей. Он не имел значения самобытного философа, а был лишь блестящим литературным популяризатором идей, высказанных другими до него."
1f12620b-6deb-4ddf-99fc-6d3da79e77e0,3.12. Настоящий (искренний),"Где проходит граница между подлинностью и показной открытостью
В заключительном выпуске третьего сезона разговор посвящён одному из самых популярных и одновременно самых размытых ярлыков — «искренний человек». В диалоге человеческого и искусственного интеллекта мы, Ника Черменская и её нейросетевой соведущий Максим, исследуем, что сегодня"
5b331690-fd7c-48f0-bd52-20523fccdce8,Выпуск № 7: Твой бизнес и твой психолог,"Сегодня эфир #KnyazevaBridgeLIVE с бизнес-психологом на тему «Твой бизнес и твой психолог».

Бизнес в значении и собственного бизнеса, своего дела, и в значении своей профессии, своей работы.

В формате дискуссии мы сфокусируемся вокруг трёх тем, с которыми сталкивается каждый из нас:

1) адаптация на новом месте

2) конфликты с коллегами"
d077ba15-1ef2-4df7-89b7-2d654fc1708f,ЯГД#12 Как мы разбогатели на подкасте и бросили работу,"Обсуждаем РАБОТУ в бытовой, экономической и фолософской точки зрения. Наши первые работы и какой херней мы занимаемся сейчас, что приходится вести подкаст."
221cb9e7-6e18-4656-87f1-56c5e350ea22,ХОРОШИЕ ПРИВЫЧКИ - пастор Евгений Николаев (29.09.2019 г.),"пастор Евгений Николаев (Москва) - ""Хорошие привычки"" (29.09.2019 г.)
Церковь Новое Поколение, Москва (53/9)"
34243a6d-5b2d-49c0-be71-d7e42aa58307,003 - Вим Дельвуа и истории об искусстве и смерти,"RADIOMATA представляет долгожданный третий выпуск, где коллектив МАТА обсуждает работы Вима Дельвуа, эссе Даны и много другое. 

На нашем сайте вы найдете эссе Даны Искаковой ""Татуировка, как техника коммодификации"", а также вижуалы к упомянутым художественным работам в эпизоде."
3323c740-5a2f-4dea-ade0-8f378f923b02,"Успех, счастье, бизнес и как это связано?","00:00 Знакомство с гостем подкаста
00:50 Как гуманитарий может стать кем угодно
06:20 Успешный – не значит счастливый? Какие вызовы стоят перед Натальей.
11:10 Как находить в себе силы, чтобы сбалансировать семью и бизнес
12:45 Три типа людей по отношению к своей деятельности
16:45 Как Наталья оценивает свои успехи
21:40 Как управлять своим"
40264a47-4dbb-44e7-abaa-f901609a5cb6,"КЕТИ БРИЛИНГ: «КАК ПЕРЕЖИТЬ РАЗВОД» — как не потерять себя, вся правда о модельном бизнесе, аяваске и внутренних трансформациях","Когда мы записывали подкаст, мне очень хотелось устроиться поудобнее: пересесть на диванчик, подтянуть коленки, заварить вкусный чай (или даже налить нам по бокальчику красного). Это, наверное, как на кухне с подругой, до часу ночи, и поржать, и поплакать.
 

Подкаст получился как нечто среднее между разговором в студии (когда на тебя направлены"
6bcdba07-31d7-4091-bfae-5930519d5f46,Первая годовщина,Инсайты из семейной жизни
bb1f798c-5c6e-4f3d-be53-41376c8c9c9f,Платформенные команды,"- 00:00 - начало про платформенные команды
- 02:05 - проблемы при стандартизациях в разработке, effectiveness vs efficacy vs efficiency
- 10:00 - применение little's law к платформенным командам или почему платформенная команда это костыль
- 11:00 - выделение команды vs использование slack time для обучения окружающих
- 16:30 - о статье фаулера"
782800b2-82d8-4b33-8fac-b0f49b7e9843,Подкаст №1 Kiss,Подкаст №1 Kiss by KISS
80f22c82-0268-4394-96fa-cd264ec20b0e,Из поселка в топы: как построить систему продаж и уйти из найма,"знает о том, как продавать легко и эффективно — в теории и на практике. Он так и говорит о себе: «Я про продажи, про то, чтобы выстраивать систему». И он выстраивает крутые системы для Нетологии, OTUS, строительных компаний, блогерских агентств, инфобизнесменов. Например, за 1,5 года он с командой ProductStar заработал больше 100 млн руб."
bda9dc33-fa39-45ed-8f78-3c09f39d7024,"Выпуск # 4. Про не совсем отдых, невыполнимые цели и непримиримые противоречия","В этом эпизоде обсуждаем:


- как прошли праздники (спойлер: кулинарно);


- что делать с конфликтом между любовью и своими интересами;


- почему иногда так сложно отдыхать и чем себе помочь;


- как обходиться с невыполнимыми целями.


***

""Как дела, девочки?"" - это подкаст, в котором три подруги-психолога говорят обо всем на свете и немного"
563f9500-4175-4242-bd6c-a2851500915d,"Журналистика, Романтика и Перелом",Подкаст ты также можешь найти в телеграм по ссылке t.me/vovjob
7899d74b-17bb-4afc-9413-b7ebe62a68ac,Кредитная зависимость: почему вы оказались в долговой яме и как из неё выбраться?,"Найти своего психолога: https://alexgeyfman.com/tochkageyfman.
______________________________
Мы — самый неполиткорректный подкаст, который не боится шутить на «запретные» темы, пока помогает вам сохранять здравый рассудок. В России больше 40% людей живут в долгах. Возможно, вы тоже пользуетесь кредиткой «на всякий случай» или уже испытываете"
aa377c3a-ff15-474b-a332-567e2bf58e75,НОЧНЫЕ ПОСИДЕЛКИ  №7: КИБОРГ УБИЙЦА,NULL
09f3d7c4-32df-4da5-84ab-66000df992ab,Подкаст Напильник 08 - Ретромания,"Арм переехал в Хабаровск. Пытаемся говорить о романтических чувствах к прошлому, но не очень конструктивно. Зато крутой трек в конце выпуска."
3ba12612-a507-43e6-b69e-ebf785c938d6,"Product Lead Коммерсант - Анастасия Баландина. О журналистике современной России, предназначении и феминизме.","В гостях у Альберта - Анастасия Баландина, Product Lead Коммерсант. 
О журналистике современной России, предназначении и феминизме."
66658900-5bf4-4591-b0ce-35f5fac524c5,"Ep. 16. Рефлексируем о детстве. Возможен ли в Яндексе work-life balance? Алия Соколова, Данил Кабиров.","Пробую в названии клик-бэйт, извините) но про Яндекс тоже немного есть 😬

Подписывайтесь на мой ТГ- https://t.me/fkbzswe 

и IG - https://www.instagram.com/kabirova.aliya/"
58a3a493-dc9c-4951-8fdb-8cb26384f680,История Мосдисплей. Как из хобби создать успешный сервис по ремонту Apple. Работа в Мосдисплей,"В этом видео я, Даниил Фролов, рассказываю историю создания компании “Мосдисплей” — от учебы в техникуме до открытия успешного сервисного центра в Москве. Вы узнаете, как хобби может стать доходным бизнесом, с какими трудностями мы столкнулись и как справлялись с ними, как собиралась команда мастеров и какие стандарты качества мы внедрили."
2286d619-bab7-4564-942e-37dc26e77ad9,"Ваник Петросян (VanGyros) — бизнес, армянская кухня и ахалкалакский фольклор","Интервью с основателем сети греческих бистро Vangyros — Ваником Петросяном

Поддержать нашу организацию https://boosty.to/dsam


Донской союз армянской молодежи https://taplink.cc/ds__am

Ваник Петросян https://instagram.com/ustavan

VanGyros https://instagram.com/vangyros

Айк Авакян https://instagram.com/ava_hayk002"
a42047a9-afb3-4fb7-b3cd-6607d72b6d55,Сложности в отношениях,"В этом выпуске ментолог Екатерина поговорила с гостьей Марией об отношениях, о тех сложностях, которые возникают, и о том, что же делать, чтобы этих сложностей не было. Ментолог Александр высказал свое мнение и дал практические советы по теме беседы.

Если вам хотелось бы разобрать свою ситуацию в подкасте и поговорить с ментологом, пишите"
d4183301-2bc3-4216-b44c-23af88234802,Карельский дизайн - Яна Пермякова,"Подкаст про дизайн, Карельскую идентичность, плохой вкус и многое другое. Общаемся с Яной Пермяковой - директором Центра дизайна интерьера и бренда Karelian Design."
919f4b8e-6208-448a-8e98-ca197974d312,"А что, если, тишина внутри нас: диалог с собой?","А что, если, тишина внутри нас: диалог с собой?

Внутренняя тишина. Бывают моменты, когда ""слова не нужны"" и ""не хочется шуметь"".

Задумайся:
– Когда ты в последний раз позволял себе просто помолчать?
– Что происходит внутри тебя, когда внешний мир затихает?
– Почему ты так боишься тишины?
– Как часто ты говоришь то, что нужно другим, вместо"
44983a43-61cf-4017-8917-a2b973f41900,Среда общения. Чат-боты: за и против,Записи эфиров Среда Общения в аудио формате
df45a3c8-70ff-453c-adb7-0636f3133cf7,Новости марта #ДляКаждого,"Весна в самом разгаре, а в эфире вновь ваш любимый подкаст #ДляКаждого. В этом выпуске незаменимые ведущие: Юлия Лачимова и Михаил Баканов обсуждают новости прошедшего месяца вместе с неожиданным даже для ведущих гостем! Заинтригованы? Так скорее включайте!


И сегодня вас ждёт:

0:00 Вступление

1:45 Обсуждение новостей Екатеринбурга

41:30"
e1d65c71-e941-4301-aacf-2c20154e106e,Дело не в маме. Пилот,О психологии
05b1dbcb-16ce-48d3-9c58-da2a4389cf3c,Динара Наумова / От диагноза ДЦП до Совета по молодежной политике при президенте РК,"Динара Наумова - основатель первого в Казахстане инклюзивного фитнес-центра. Идея в том, что приобретая абонемент в тренажёрный зал, человек совершает благое дело. Вырученные  средства идут на поддержку работы кабинета ЛФК. Чтобы особенные дети могли получать квалифицированную помощь бесплатно в своём населённом пункте. Проект получил грант"
f0ee7905-6da8-446c-a72b-0055d400de03,Первое инклюзивное кафе в Москве I Разные зерна I giri-подкаст #5,"Giri-подкаст — это подкаст от платформы, где социально значимый бизнес и общество становятся ближе друг к другу. Мы рассказываем о социальных предпринимателях и их проектах, обсуждая связанные с этим вопросы.  
Гостья выпуска — Юлия Володина, основательница инклюзивного кафе «Разные зерна». Вместе мы поговорили о том, каково это - быть первым"
e9b01c20-4205-4dfc-9360-35016d821427,Александр Коренев «Сегментация клиентов вместе с ИИ»,"Александр — эксперт по внедрению искусственного интеллекта в банковской сфере. Обладает глубокими практическими знаниями в использовании AI для анализа данных, улучшения клиентского опыта и повышения эффективности бизнеса.

🎯 О чём выступление?
Во время выступления Александр продемонстрирует, как технологии искусственного интеллекта позволяют"
7b11f214-d7e6-4f49-8a57-499f5b25664e,"#75 Mai Departe with Michael Littig (EN) - Web3, NFT and Zuckerberg Institute","In this episode of ""Mai Departe"", Artur Gurău talks with Michael Littig, Co-Founder of Zuckerberg Institute and a creative who works at the intersection of web3 + the arts, about the evolution of NFT, revolution of Web3, how Moldova gets involved in the digital evolution and the way creators can benefit from all of it.

🌐 Supported by Western"
04a548b6-709b-4d78-9e29-a06bdba0f601,"Лекция. Братья Коэны. «После прочтения сжечь», «Серьёзный человек»","Мы продолжаем начавшуюся ветку американского авторского кино, которое мы ещё не смотрели: из всей фильмографии не нуждающихся в представлении братьев Коэн мы смотрели только «Большого Лебовски». 


Завтра же мы посмотрим 2 главных авторских фильма братьев, первый — «После прочтения сжечь» — чёрная абсурдистская комедия с самой смешной ролью"
2bd45454-5f42-489b-a946-8c2e17fd14a7,Новая реальность проектирования отелей,"Ангелина Самадова, основательница Hotels Consultancy Brokerage и Сергей Веселов, Development Systems автор методологии BIM проектирования отелей, обсуждают, как мечта инвестора превращается в прибыльный отель. 


Разбираем реальные кейсы, где BIM и ИИ ускоряют проектирование, как избежать дорогостоящих ошибок и почему участие собственника"
4e0460e2-d73e-47e1-9431-9cc2fa55db33,"Франчайзинг без роялти, инвестиции в людей и секрет успеха — интервью с Александром  Кравцовым","Что общего между настоящими приключениями, созданием культовых брендов и реальными деньгами? Гость выпуска - Александр Кравцов, человек, который построил легендарную ""Экспедицию"", продал больше 300 франшиз без роялти и вывел российский бренд на международный рынок, а теперь рассказывает, почему успех - это не только про деньги.


В выпуске"
fe02690c-f157-421d-ac28-7d549267c00e,Сооснователь Yoloco. Как технологии улучшают рекламу у блогеров – Сергей Блохин и Вадим Бордиян,"В этом подкасте мы обсуждаем, как современные технологии и искусственный интеллект меняют инфлюенс-маркетинг. Сергей Блохин, сооснователь Yoloco, делится своим опытом создания платформы для поиска и анализа блогеров, выходе на международные рынки и ключевых метриках для оценки качества аудитории блогеров."
71570a23-9433-432d-8b87-11ba991a6aa9,Как превратить свой мозг в суперкомпьютер и достичь успеха? Просто о мозге,"В новом выпуске подкаста Кеша Скирневский, cпециалист по мышлению, автор книги «Просто о мозге», спикер TEDx, IT-Предприниматель, рассказывает о том, как все устроено в головном мозге. Секреты развития мозга взрослого и ребенка от человека, который с 13 лет изучает мозг и психологию: с чего нужно начать, чтобы изменить собственное мышление."
50355f4a-9d39-4dca-8bac-f1942f7620b4,"Юридический форум в Петербурге, дебаты Байдена и Трампа / 30.06.24","- Петербургский международный юридический форум
- Дебаты Байдена и Трампа 
- Композитор Дмитрий Курляндский отказался от премии «Золотая маска»

Программу ""В человеческом измерении с Леонидом Гозманом"" ведет Ирина Баблоян

Расшифровка эта программа появляется здесь https://echofm.online/programs/in-the-human-dimension/v-chelovecheskom-izmerenii-s-leonidom-gozmanom-95"
d1bd97d1-5d66-4be4-804e-49610dd253a0,"Отличники, визуалы и плохо говорящие зумеры","В выпуске обсуждались темы:

- Инфоцыганство и современные информационные вызовы
- Воспитание детей
- Различия в восприятии мира у аудиалов и визуалов
- Развитие речи и преодоление страха говорить
- Психологические комплексы, в частности комплекс отличника
- Использование метафор и неожиданных образов для объяснения сложных явлений

 

Эксперты"
824e0b96-4058-4038-85bf-9f690f13354a,Как чайлдфри рейверы внезапно стали родителями?,"🔥 В первом эпизоде моего подкаста я вместе с моей женой, Дашей Андриановой, обсуждаем, как родительство перевернуло нашу жизнь с ног на голову, но дало нам новый смысл и драйв.


Даша — мама нашего сына, учитель кундалини-йоги, нутрициолог и страстная путешественница, которая продолжает жить активно, несмотря на все вызовы нового этапа."
b7d9bdbd-4abf-4a05-a176-c1acb673b73a,Безопасное место. Желания,"Новый выпуск подкаста про истинные желания и возможности для их осознания и исполнения. Мы считаем, что главное помнить - если чего-то очень сильно захотеть, то все невозможное станет возможным"
bad95914-cfb3-4e69-a9f9-276f7faf9055,"Володя Лутаенко, DOPE Films producer","В выпуске обсудили: 
- Начало карьеры

- Сотрудничество со звездами

- Проекты

- Московский и Нижегородский рынок продакшна

- Команда в DOPE Films

- Любимый режиссёр

- Что вдохновляет"
6f0107ca-2a8f-40d5-9d6a-c2ed159b7ac5,"Композитор Юрий Воронцов. О профессии, традиции и паучках","Как рождается музыка и какую цену за неё платит композитор?


Гость выпуска — Юрий Воронцов, композитор, профессор Московской консерватории.

Разговор о профессии композитора, её социальной значимости, сложности творческого пути и ответственности перед временем.

Поговорим о музыке, педагогике, о жизни композиторов в СССР и о том, как изменилась"
af597968-d788-40db-b421-e00cf600b504,Моя Зеленая EP7: Достать инструменты на 8 марта!,"Все сказанное в подкасте является юмором и постиронией над стереотипным мышлением, все совпадения с праздниками являются случайными.

В новом выпуске:

00:02:14 - Празднуем 8 марта

Новости:
00:04:23 - Считаем скидки до конца света
00:06:51 - Гениальный ход Кодзимы
00:08:35 - Куда отослали Палпатина
00:10:32 - Stadia шизофрении
00:16:01 -"
0e1779c5-c7b2-4fcd-8193-ae6c99c39e76,"Эпизод 7: выбор Месси, сила Челси и фиаско Зенита","Обсудим суперкубок Англии, скандалы вокруг Месси и Барселоны, чистку в Ювентусе, а также классную трансферную кампанию Челси.


Таймкоды:


00:45 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Суперкубок Англии. Арсенал побеждает чемпионский Ливерпуль в серии пенальти.

08:45 🇪🇸 В Испании всё крутится вокруг Месси.

18:19 🇮🇹 В Италия Пирло начал чистку в Ювентусе.

23:56"
